condition,frequency_hz,snr_db,repeat,true_arrival,predicted_arrival,success,cluster_num,stop_reason,error_ms,abs_error_ms,hit_le2,hit_le5,hit_le10,target_snr_db,snr_definition,noise_source_id,noise_start_sample
Recorded background noise,200,2.0,104,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,769,2171
WGN,200,2.0,105,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,105,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,968,4789
WGN,200,2.0,106,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,106,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,604,1790
WGN,200,2.0,107,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,107,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,478,1413
WGN,200,2.0,108,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,108,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,136,5444
WGN,200,2.0,109,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,109,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,632,3711
WGN,200,2.0,110,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,110,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,375,3419
WGN,200,2.0,111,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,111,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,990,459
WGN,200,2.0,112,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,112,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,159,2842
WGN,200,2.0,113,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,113,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,506,3967
WGN,200,2.0,114,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,114,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,816,2315
WGN,200,2.0,115,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,115,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,289,206
WGN,200,2.0,116,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,116,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,171,918
WGN,200,2.0,117,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,117,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,962,784
WGN,200,2.0,118,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,118,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,681,2110
WGN,200,2.0,119,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,119,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,110,5134
WGN,200,2.0,120,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,120,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,933,2362
WGN,200,2.0,121,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,121,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,774,5030
WGN,200,2.0,122,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,122,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,997,884
WGN,200,2.0,123,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,123,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,634,2759
WGN,200,2.0,124,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,124,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,50,4319
WGN,200,2.0,125,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,125,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,841,2
WGN,200,2.0,126,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,126,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,587,1533
WGN,200,2.0,127,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,127,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,694,864
WGN,200,2.0,128,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,128,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,708,3701
WGN,200,2.0,129,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,129,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,216,5342
WGN,200,2.0,130,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,130,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,742,354
WGN,200,2.0,131,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,131,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,561,3443
WGN,200,2.0,132,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,132,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,391,2703
WGN,200,2.0,133,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,133,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,389,3150
WGN,200,2.0,134,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,134,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,964,866
WGN,200,2.0,135,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,135,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,141,1223
WGN,200,2.0,136,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,136,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,373,514
WGN,200,2.0,137,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,137,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,547,5385
WGN,200,2.0,138,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,138,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,128,3554
WGN,200,2.0,139,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,139,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,329,2936
WGN,200,2.0,140,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,140,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,676,4093
WGN,200,2.0,141,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,141,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,959,324
WGN,200,2.0,142,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,142,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,157,2487
WGN,200,2.0,143,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,143,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,962,4591
WGN,200,2.0,144,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,144,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,849,5462
WGN,200,2.0,145,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,145,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,812,1630
WGN,200,2.0,146,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,146,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,726,897
WGN,200,2.0,147,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,147,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,184,878
WGN,200,2.0,148,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,148,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,475,3130
WGN,200,2.0,149,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,149,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,444,1521
WGN,200,2.0,150,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,150,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,881,3717
WGN,200,2.0,151,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,151,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,170,1553
WGN,200,2.0,152,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,152,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,218,4015
WGN,200,2.0,153,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,153,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,363,5098
WGN,200,2.0,154,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,154,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,130,3835
WGN,200,2.0,155,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,155,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,830,4083
WGN,200,2.0,156,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,156,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,594,4921
WGN,200,2.0,157,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,157,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,906,3719
WGN,200,2.0,158,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,158,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,216,4140
WGN,200,2.0,159,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,159,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,547,4069
WGN,200,2.0,160,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,160,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,50,994
WGN,200,2.0,161,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,161,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,454,329
WGN,200,2.0,162,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,162,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,899,5494
WGN,200,2.0,163,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,163,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,176,1127
WGN,200,2.0,164,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,164,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,163,1882
WGN,200,2.0,165,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,165,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,349,4583
WGN,200,2.0,166,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,166,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,925,2065
WGN,200,2.0,167,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,167,294,295.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,415,41
WGN,200,2.0,168,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,168,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,57,2108
WGN,200,2.0,169,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,169,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,176,46
WGN,200,2.0,170,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,170,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,267,2824
WGN,200,2.0,171,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,171,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,779,1902
WGN,200,2.0,172,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,172,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,439,5319
WGN,200,2.0,173,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,173,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,136,4823
WGN,200,2.0,174,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,174,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,714,4699
WGN,200,2.0,175,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,175,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,37,1430
WGN,200,2.0,176,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,176,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,404,4831
WGN,200,2.0,177,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,177,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,670,1395
WGN,200,2.0,178,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,178,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,137,1842
WGN,200,2.0,179,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,179,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,15,698
WGN,200,2.0,180,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,180,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,51,684
WGN,200,2.0,181,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,181,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,401,1532
WGN,200,2.0,182,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,182,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,374,3841
WGN,200,2.0,183,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,183,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,657,4915
WGN,200,2.0,184,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,184,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,372,3516
WGN,200,2.0,185,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,185,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,370,1084
WGN,200,2.0,186,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,186,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,270,1509
WGN,200,2.0,187,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,187,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,848,2415
WGN,200,2.0,188,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,188,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,244,255
WGN,200,2.0,189,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,189,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,999,509
WGN,200,2.0,190,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,190,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,690,5178
WGN,200,2.0,191,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,191,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,133,162
WGN,200,2.0,192,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,192,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,68,1861
WGN,200,2.0,193,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,193,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,267,1743
WGN,200,2.0,194,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,194,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,743,3468
WGN,200,2.0,195,294,295.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,195,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,632,1080
WGN,200,2.0,196,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,196,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,810,4310
WGN,200,2.0,197,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,197,294,293.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,2.0,full_trace_mean_square,254,2736
WGN,200,2.0,198,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,198,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,865,4517
WGN,200,2.0,199,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,-1,-1
Recorded background noise,200,2.0,199,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,2.0,full_trace_mean_square,764,105
WGN,200,4.0,0,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,-1,-1
Recorded background noise,200,4.0,0,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,792,4781
WGN,200,4.0,1,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,-1,-1
Recorded background noise,200,4.0,1,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,634,28
WGN,200,4.0,2,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,-1,-1
Recorded background noise,200,4.0,2,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,371,5524
WGN,200,4.0,3,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,-1,-1
Recorded background noise,200,4.0,3,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,339,56
WGN,200,4.0,4,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,-1,-1
Recorded background noise,200,4.0,4,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,86,3342
WGN,200,4.0,5,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,-1,-1
Recorded background noise,200,4.0,5,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,845,87
WGN,200,4.0,6,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,-1,-1
Recorded background noise,200,4.0,6,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,639,5423
WGN,200,4.0,7,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,-1,-1
Recorded background noise,200,4.0,7,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,251,4746
WGN,200,4.0,8,294,294.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,4.0,full_trace_mean_square,-1,-1
