experiment_id,frequency_hz,snr_db,repeat_id,seed,waveform,noise_type,noise_source_id,sample_rate_hz,sample_interval_ms,n_samples,reference_arrival_sample,reference_arrival_ms,reference_method,source_file
200_2.0_69,200,2.0,69,658325597,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_70,200,2.0,70,2034861496,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_71,200,2.0,71,2807130743,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_72,200,2.0,72,3177414465,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_73,200,2.0,73,1618225625,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_74,200,2.0,74,296739560,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_75,200,2.0,75,4077557435,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_76,200,2.0,76,2082375282,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_77,200,2.0,77,863948308,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_78,200,2.0,78,1616041555,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_79,200,2.0,79,3512283413,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_80,200,2.0,80,4014305234,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_81,200,2.0,81,1695716580,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_82,200,2.0,82,2070276811,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_83,200,2.0,83,3391754338,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_84,200,2.0,84,952181116,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_85,200,2.0,85,3011885483,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_86,200,2.0,86,3790917695,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_87,200,2.0,87,1909360839,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_88,200,2.0,88,3178902614,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_89,200,2.0,89,2915472977,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_90,200,2.0,90,2339020232,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_91,200,2.0,91,583752946,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_92,200,2.0,92,3536276551,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_93,200,2.0,93,2826828587,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_94,200,2.0,94,3864415386,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_95,200,2.0,95,1051610456,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_96,200,2.0,96,3988031761,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_97,200,2.0,97,787380806,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_98,200,2.0,98,340354201,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_99,200,2.0,99,3433925072,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_100,200,2.0,100,3030780229,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_101,200,2.0,101,2725149384,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_102,200,2.0,102,2042861152,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_103,200,2.0,103,73242363,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_104,200,2.0,104,3683422177,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_105,200,2.0,105,2997570288,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_106,200,2.0,106,2033845988,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_107,200,2.0,107,2335013017,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_108,200,2.0,108,3717989488,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_109,200,2.0,109,2705303964,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_110,200,2.0,110,1656695369,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_111,200,2.0,111,555236698,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_112,200,2.0,112,3865364052,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_113,200,2.0,113,313552634,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_114,200,2.0,114,3798481263,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_115,200,2.0,115,3430916720,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_116,200,2.0,116,2878526552,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_117,200,2.0,117,1990119674,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_118,200,2.0,118,1526882588,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_119,200,2.0,119,1737061923,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_120,200,2.0,120,2536348553,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_121,200,2.0,121,2879879019,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_122,200,2.0,122,1665962854,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_123,200,2.0,123,4248832470,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_124,200,2.0,124,2496799002,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_125,200,2.0,125,1040143105,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_126,200,2.0,126,3022653791,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_127,200,2.0,127,2307509542,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_128,200,2.0,128,1846102098,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_129,200,2.0,129,4045004261,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_130,200,2.0,130,1820213934,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_131,200,2.0,131,136756661,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_132,200,2.0,132,1043107810,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_133,200,2.0,133,1012189194,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_134,200,2.0,134,1189195096,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_135,200,2.0,135,2508945714,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_136,200,2.0,136,3644076647,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_137,200,2.0,137,497518278,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_138,200,2.0,138,1607231066,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_139,200,2.0,139,399104373,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_140,200,2.0,140,1551464306,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_141,200,2.0,141,3671303318,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_142,200,2.0,142,2839215630,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_143,200,2.0,143,3783403970,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_144,200,2.0,144,2846822200,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_145,200,2.0,145,750298149,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_146,200,2.0,146,829133818,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_147,200,2.0,147,704991913,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_148,200,2.0,148,1480655708,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_149,200,2.0,149,753503823,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_150,200,2.0,150,1997239207,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_151,200,2.0,151,146905851,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_152,200,2.0,152,3822573370,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_153,200,2.0,153,2200711834,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_154,200,2.0,154,1527125034,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_155,200,2.0,155,1414091631,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_156,200,2.0,156,897022326,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_157,200,2.0,157,3885004122,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_158,200,2.0,158,866889856,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_159,200,2.0,159,3631315406,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_160,200,2.0,160,3611205144,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_161,200,2.0,161,4258101938,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_162,200,2.0,162,501476723,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_163,200,2.0,163,1117514811,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_164,200,2.0,164,597806586,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_165,200,2.0,165,118821441,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_166,200,2.0,166,2425193782,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_167,200,2.0,167,1407242900,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_168,200,2.0,168,3824916338,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_169,200,2.0,169,3900807109,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_170,200,2.0,170,2784873647,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_171,200,2.0,171,2611462601,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_172,200,2.0,172,747986076,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_173,200,2.0,173,637994926,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_174,200,2.0,174,988349785,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_175,200,2.0,175,2724657403,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_176,200,2.0,176,3182745533,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_177,200,2.0,177,3482003627,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_178,200,2.0,178,3178893721,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_179,200,2.0,179,2057244852,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_180,200,2.0,180,1701304691,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_181,200,2.0,181,2132675213,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_182,200,2.0,182,3243652020,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_183,200,2.0,183,1481882482,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_184,200,2.0,184,254169660,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_185,200,2.0,185,2189591244,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_186,200,2.0,186,510647552,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_187,200,2.0,187,3297795947,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_188,200,2.0,188,3353164466,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_189,200,2.0,189,2282567665,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_190,200,2.0,190,3601650206,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_191,200,2.0,191,403101375,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_192,200,2.0,192,2870603423,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_193,200,2.0,193,2445857950,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_194,200,2.0,194,1755349997,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_195,200,2.0,195,3418977310,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_196,200,2.0,196,2934922691,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_197,200,2.0,197,4096122673,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_198,200,2.0,198,2586107388,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
200_2.0_199,200,2.0,199,870125620,ricker,WGN,-1,1000,1,1000,219,219.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_0,250,-10.0,0,4135147338,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_1,250,-10.0,1,4169437149,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_2,250,-10.0,2,1944378167,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_3,250,-10.0,3,2996105118,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_4,250,-10.0,4,1382831776,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_5,250,-10.0,5,240759742,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_6,250,-10.0,6,2255898295,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_7,250,-10.0,7,3493675159,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_8,250,-10.0,8,3936291495,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_9,250,-10.0,9,316200870,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_10,250,-10.0,10,2592118627,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_11,250,-10.0,11,1378011861,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_12,250,-10.0,12,3089616808,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_13,250,-10.0,13,2607121449,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_14,250,-10.0,14,2246488935,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_15,250,-10.0,15,145420536,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_16,250,-10.0,16,1487732762,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_17,250,-10.0,17,3528143818,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_18,250,-10.0,18,3816997546,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_19,250,-10.0,19,1428021521,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_20,250,-10.0,20,3603500119,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_21,250,-10.0,21,2294318916,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_22,250,-10.0,22,3915987373,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_23,250,-10.0,23,3680043496,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_24,250,-10.0,24,3329346868,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_25,250,-10.0,25,90506769,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_26,250,-10.0,26,3701774878,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_27,250,-10.0,27,3479591074,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_28,250,-10.0,28,2055628558,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_29,250,-10.0,29,3901485716,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_30,250,-10.0,30,3722072886,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_31,250,-10.0,31,416096824,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_32,250,-10.0,32,4744512,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_33,250,-10.0,33,2144513027,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_34,250,-10.0,34,1231007330,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_35,250,-10.0,35,1712089296,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_36,250,-10.0,36,1744964668,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_37,250,-10.0,37,4126758592,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_38,250,-10.0,38,3199068352,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_39,250,-10.0,39,3607501919,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_40,250,-10.0,40,2145038706,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_41,250,-10.0,41,4106453986,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_42,250,-10.0,42,2303086755,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
250_-10.0_43,250,-10.0,43,1468241072,ricker,WGN,-1,1000,1,1000,221,221.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
